,Côte,Enchère_moy,Note,Variation,But,Temps,Jour,Note_Jour,Journée_Next,Buteur,Entrée_Remplaçant,But_Match,Match_Noté,Titulaire_Match,Statut,Status_Match_Code,Derniers_Status_Match_avant_J,Derniers_Match_Buteur_avant_J,Derniers_But_Match_avant_J,Derniers_Status_Match_après_J,Derniers_Match_Buteur_après_J,Derniers_But_Match_après_J,%Buteur_Derniers_Match,%Titulaire_Derniers_Match,%Noté_Derniers_Match,%Buteur_Derniers_Match_après,%Titulaire_Derniers_Match_après,%Noté_Derniers_Match_après,But/Match_Derniers_Match,But/Match_Derniers_Match_après,Note_Moy_Derniers_Match,Note_Moy_Derniers_Match_Dom,Note_Moy_Derniers_Match_Ext,Note_Moy_,Note_Moy_Derniers_Match_A,Note_Moy_Derniers_Match_Dom_A,Note_Moy_Derniers_Match_Ext_A,Moy_But_Av_J,Nb_But_Av_J,Moy_But_Ap_J,Nb_But_Ap_J,Rolling_Note_J,Rolling_Note_J_Ap,Rolling_Note_J_Derniers_Match,Rolling_Note_J_Derniers_Match_Ap,Ratio_G_derniers matchs,Ratio_N_derniers matchs,Ratio_P_derniers matchs,Note_Jour_Next_Classes
487,7,7.0,4.83,0.51,1,397,6,4.0,7,0,0,0,1,1,0,2,10122.0,0.0,0.0,21012,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,3.7,4.666666666666667,2.25,4.0,3.6,4.666666666666667,2.833333333333333,0.0,0.0,0.0,0,3.7,3.75,3.7,3.6,0.3333333333333333,0.0,0.6666666666666666,0
488,21,27.0,5.39,1.25,10,2206,6,6.0,7,0,0,0,1,1,1,2,22022.0,1011.0,1011.0,22202,101,101,0.6,0.8,0.8,0.4,0.8,0.8,0.6,0.4,5.3,6.75,4.333333333333333,6.0,4.9,6.5,4.333333333333333,0.6,3.0,0.5,3,5.3,5.42,5.3,4.9,0.6666666666666666,0.3333333333333333,0.0,2
489,8,8.0,4.8,0.7,0,877,6,0.0,7,0,0,0,0,0,0,0,2222.0,0.0,0.0,222,0,0,0.0,0.8,0.8,0.0,0.6,0.6,0.0,0.0,3.6,2.833333333333333,4.75,0.0,2.5,2.833333333333333,3.1666666666666665,0.0,0.0,0.0,0,3.6,3.0,3.6,2.5,0.0,0.3333333333333333,0.6666666666666666,0
490,8,10.0,4.33,1.16,0,965,6,4.5,7,0,0,0,1,1,1,2,20000.0,0.0,0.0,22000,0,0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,1.0,0.0,1.6666666666666667,4.5,1.9,1.5,1.6666666666666667,0.0,0.0,0.0,0,1.0,1.58,1.0,1.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
491,14,14.0,5.21,0.81,2,1122,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
492,20,23.0,6.08,1.05,2,1946,6,0.0,7,0,0,0,0,0,1,0,2200.0,0.0,0.0,220,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,2.4,0.0,4.0,0.0,2.4,0.0,4.0,0.0,0.0,0.0,0,2.4,2.0,2.4,2.4,1.0,0.0,0.0,0
493,28,33.0,5.37,1.33,9,2447,6,4.5,7,0,1,0,1,0,0,1,20122.0,0.0,0.0,12012,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,3.1,3.8333333333333335,2.0,4.5,3.2,3.8333333333333335,2.833333333333333,0.0,0.0,0.0,0,3.1,3.33,3.1,3.2,0.3333333333333333,0.0,0.6666666666666666,3
494,24,29.0,5.02,1.02,10,1681,6,5.0,7,0,1,0,1,0,0,1,21122.0,0.0,0.0,12112,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,4.8,4.666666666666667,5.0,5.0,4.9,4.666666666666667,5.0,0.0,0.0,0.0,0,4.8,4.83,4.8,4.9,0.6666666666666666,0.0,0.3333333333333333,1
495,10,10.0,5.09,1.25,3,1597,6,4.0,7,0,1,0,1,0,0,1,221.0,0.0,0.0,10022,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,2.9,2.25,3.333333333333333,4.0,2.9,2.25,3.5,0.0,0.0,0.0,0,2.9,3.08,2.9,2.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
496,11,12.0,5.11,0.7,1,1650,6,4.5,7,0,1,0,1,0,1,1,2222.0,0.0,0.0,10222,0,0,0.0,0.8,0.8,0.0,0.6,0.6,0.0,0.0,4.3,2.75,5.333333333333333,4.5,4.2,3.333333333333333,5.333333333333333,0.0,0.0,0.0,0,4.3,4.33,4.3,4.2,1.0,0.0,0.0,2
497,10,10.0,5.42,0.53,0,1017,6,0.0,7,0,0,0,0,0,1,0,22.0,0.0,0.0,2,0,0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,2.2,3.0,1.6666666666666667,0.0,1.2,2.0,1.6666666666666667,0.0,0.0,0.0,0,2.2,1.83,2.2,1.2,0.6666666666666666,0.3333333333333333,0.0,2
498,13,14.0,5.23,0.75,3,1598,6,4.0,7,0,0,0,1,1,0,2,22200.0,0.0,0.0,22220,0,0,0.0,0.6,0.6,0.0,0.8,0.8,0.0,0.0,3.4,2.5,4.0,4.0,4.2,2.5,4.0,0.0,0.0,0.0,0,3.4,3.5,3.4,4.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
499,6,8.0,4.83,0.77,0,689,6,4.0,7,0,0,0,1,1,0,2,10110.0,0.0,0.0,21011,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2.6,2.833333333333333,2.25,4.0,3.4,2.833333333333333,2.833333333333333,0.0,0.0,0.0,0,2.6,2.83,2.6,3.4,0.0,0.6666666666666666,0.3333333333333333,2
500,1,1.0,4.5,0.0,0,15,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
501,17,23.0,4.65,0.95,4,2136,6,4.0,7,0,0,0,1,1,0,2,22222.0,10100.0,10100.0,22222,1010,1010,0.4,1.0,1.0,0.4,1.0,1.0,0.4,0.4,4.9,3.25,6.0,4.0,4.6,3.25,5.5,0.4,2.0,0.33,2,4.9,4.75,4.9,4.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
502,11,11.0,5.07,0.76,1,1540,6,0.0,7,0,0,0,0,0,1,0,1222.0,0.0,0.0,122,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,4.3,5.25,3.6666666666666665,0.0,3.1,3.5,3.6666666666666665,0.0,0.0,0.0,0,4.3,3.58,4.3,3.1,0.0,0.3333333333333333,0.6666666666666666,2
503,10,11.0,4.68,1.11,0,3248,6,6.0,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.2,5.5,5.0,6.0,5.2,5.666666666666667,5.0,0.0,0.0,0.0,0,5.2,5.33,5.2,5.2,0.0,0.6666666666666666,0.3333333333333333,1
504,16,16.0,4.9,1.11,2,2609,6,4.5,7,0,0,0,1,1,0,2,1022.0,0.0,0.0,20102,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,2.4,4.0,1.3333333333333333,4.5,2.5,4.0,2.125,0.0,0.0,0.0,0,2.4,2.75,2.4,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
505,11,11.0,5.61,0.7,2,409,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
506,1,1.0,4.83,0.26,0,78,6,5.0,7,0,1,0,1,0,0,1,11001.0,0.0,0.0,11100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.1666666666666665,2.25,5.0,2.9,3.1666666666666665,3.1666666666666665,0.0,0.0,0.0,0,2.8,3.17,2.8,2.9,0.0,0.3333333333333333,0.6666666666666666,2
507,11,12.0,5.04,1.14,2,476,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
508,1,1.0,4.75,0.65,0,74,6,4.5,7,0,1,0,1,0,1,1,10011.0,0.0,0.0,11001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.75,3.0,4.5,2.7,3.333333333333333,3.0,0.0,0.0,0.0,0,2.9,3.17,2.9,2.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
509,15,15.0,4.94,0.85,2,2894,7,4.0,8,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.8,4.5,5.333333333333333,4.0,4.8,4.5,5.0,0.0,0.0,0.0,0,4.92,4.79,4.8,4.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
510,8,8.0,5.25,0.58,0,877,7,0.0,8,0,0,0,0,0,0,0,2222.0,0.0,0.0,222,0,0,0.0,0.8,0.8,0.0,0.6,0.6,0.0,0.0,4.2,3.8333333333333335,5.166666666666667,0.0,3.1,3.8333333333333335,3.875,0.0,0.0,0.0,0,4.5,3.86,4.2,3.1,1.0,0.0,0.0,2
511,11,12.0,4.41,1.55,0,1177,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
512,14,14.0,5.11,1.01,1,2467,7,2.5,8,0,0,0,1,1,0,2,22012.0,0.0,0.0,22201,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,3.9,3.6666666666666665,4.833333333333333,2.5,3.3,3.6666666666666665,4.25,0.0,0.0,0.0,0,4.25,4.0,3.9,3.3,0.0,0.6666666666666666,0.3333333333333333,1
513,14,14.0,5.39,0.97,0,2873,7,7.0,8,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.3,6.0,6.375,7.0,6.5,6.333333333333333,6.375,0.0,0.0,0.0,0,6.25,6.36,6.3,6.5,0.3333333333333333,0.6666666666666666,0.0,2
514,1,1.0,5.0,0.0,0,9,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
515,6,6.0,4.36,1.97,0,228,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
516,13,15.0,5.15,0.98,1,2260,7,6.0,8,0,0,0,1,1,0,2,21111.0,0.0,0.0,22111,0,0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,5.4,4.666666666666667,5.5,6.0,5.6,4.666666666666667,5.625,0.0,0.0,0.0,0,5.08,5.21,5.4,5.6,0.3333333333333333,0.0,0.6666666666666666,2
517,13,15.0,5.29,1.11,0,1782,7,4.0,8,0,0,0,1,1,0,2,22000.0,0.0,0.0,22200,0,0,0.0,0.4,0.4,0.0,0.6,0.6,0.0,0.0,2.2,2.0,1.6666666666666667,4.0,3.0,2.0,2.25,0.0,0.0,0.0,0,1.83,2.14,2.2,3.0,0.0,0.6666666666666666,0.3333333333333333,1
518,22,26.0,5.39,0.92,2,2738,7,6.0,8,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.7,4.666666666666667,4.666666666666667,6.0,4.9,5.0,4.666666666666667,0.0,0.0,0.0,0,4.67,4.86,4.7,4.9,0.0,0.0,1.0,2
519,12,13.0,5.21,0.75,0,2138,7,5.0,8,0,1,0,1,0,1,1,1220.0,0.0,0.0,10122,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,2.6,4.833333333333333,1.1666666666666667,5.0,3.6,4.875,1.1666666666666667,0.0,0.0,0.0,0,3.0,3.29,2.6,3.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
520,10,11.0,4.47,1.25,0,1350,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
521,11,11.0,5.2,0.85,1,999,7,6.5,8,0,0,0,1,1,0,2,21002.0,0.0,0.0,22100,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,3.1,2.75,4.75,6.5,3.5,2.75,5.333333333333333,0.0,0.0,0.0,0,3.42,3.86,3.1,3.5,0.6666666666666666,0.0,0.3333333333333333,1
522,31,38.0,5.26,1.3,12,2744,7,6.0,8,1,0,1,1,1,0,2,22222.0,10001.0,10001.0,22222,11000,11000,0.4,1.0,1.0,0.4,1.0,1.0,0.4,0.4,6.0,6.125,5.0,6.0,6.1,6.125,5.333333333333333,0.33,2.0,0.43,3,5.75,5.79,6.0,6.1,0.6666666666666666,0.0,0.3333333333333333,2
523,7,7.0,4.08,2.01,0,38,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
524,3,3.0,5.0,0.0,0,20,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
525,14,14.0,5.33,0.96,0,1080,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
526,12,12.0,4.92,0.76,1,1480,7,3.0,8,0,0,0,1,1,0,2,12122.0,0.0,0.0,21212,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,5.0,5.0,5.333333333333333,3.0,4.4,5.0,4.75,0.0,0.0,0.0,0,5.17,4.86,5.0,4.4,0.0,0.6666666666666666,0.3333333333333333,2
527,12,12.0,4.95,1.07,1,814,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
528,7,7.0,4.8,0.54,0,544,7,4.5,8,0,0,0,1,1,0,2,20.0,0.0,0.0,20002,0,0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,0.7,0.875,0.0,4.5,1.6,0.875,1.5,0.0,0.0,0.0,0,0.58,1.14,0.7,1.6,0.6666666666666666,0.3333333333333333,0.0,0
529,17,19.0,5.27,1.1,2,2760,7,7.0,8,1,0,1,1,1,1,2,22222.0,0.0,0.0,22222,10000,10000,0.0,1.0,1.0,0.2,1.0,1.0,0.0,0.2,5.1,4.5,5.5,7.0,5.8,5.333333333333333,5.5,0.0,0.0,0.14,1,5.17,5.43,5.1,5.8,0.3333333333333333,0.0,0.6666666666666666,2
530,27,29.0,5.51,1.06,6,3150,7,6.0,8,0,0,0,1,1,1,2,22222.0,10000.0,10000.0,22222,1000,1000,0.2,1.0,1.0,0.2,1.0,1.0,0.2,0.2,4.9,4.333333333333333,5.5,6.0,5.1,4.75,5.5,0.17,1.0,0.14,1,4.92,5.07,4.9,5.1,0.3333333333333333,0.0,0.6666666666666666,1
531,12,12.0,5.0,0.6,1,945,7,4.5,8,0,1,0,1,0,1,1,22210.0,0.0,0.0,12221,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,3.8,2.5,3.5,4.5,4.7,3.1666666666666665,3.5,0.0,0.0,0.0,0,3.17,3.36,3.8,4.7,0.3333333333333333,0.0,0.6666666666666666,2
532,18,20.0,5.43,1.2,0,2984,7,6.0,8,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.3,5.5,5.333333333333333,6.0,5.9,5.625,5.333333333333333,0.0,0.0,0.0,0,5.42,5.5,5.3,5.9,0.6666666666666666,0.0,0.3333333333333333,2
533,25,27.0,5.54,0.94,6,2507,7,5.5,8,0,0,0,1,1,1,2,12222.0,0.0,0.0,21222,0,0,0.0,0.8,0.8,0.0,0.8,0.8,0.0,0.0,5.9,6.333333333333333,5.5,5.5,5.9,6.125,5.5,0.0,0.0,0.0,0,5.92,5.86,5.9,5.9,0.6666666666666666,0.0,0.3333333333333333,2
534,11,11.0,4.94,0.47,0,1049,7,5.0,8,0,1,0,1,0,0,1,11211.0,0.0,0.0,11121,0,0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,5.1,5.166666666666667,5.0,5.0,5.1,5.166666666666667,5.0,0.0,0.0,0.0,0,5.08,5.07,5.1,5.1,0.0,0.0,1.0,2
535,12,12.0,4.77,0.63,0,2092,7,5.0,8,0,1,0,1,0,1,1,212.0,0.0,0.0,10021,0,0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,3.0,3.333333333333333,3.5,5.0,3.0,3.75,3.5,0.0,0.0,0.0,0,3.42,3.64,3.0,3.0,0.3333333333333333,0.0,0.6666666666666666,0
536,8,8.0,5.28,0.72,0,601,7,6.5,8,0,0,0,1,1,1,2,11000.0,0.0,0.0,21100,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.9,1.5,1.6666666666666667,6.5,3.2,2.75,1.6666666666666667,0.0,0.0,0.0,0,1.58,2.29,1.9,3.2,0.0,0.0,1.0,0
537,7,11.0,5.32,0.88,2,1145,7,4.5,8,0,0,0,1,1,0,2,10022.0,0.0,0.0,21002,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,3.3,3.875,3.0,4.5,3.0,3.875,3.5,0.0,0.0,0.0,0,3.58,3.71,3.3,3.0,0.6666666666666666,0.3333333333333333,0.0,2
538,4,4.0,4.36,0.24,0,77,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
539,1,1.0,4.86,0.56,0,387,7,5.0,8,0,0,0,1,1,0,2,22111.0,0.0,0.0,22211,0,0,0.0,0.4,0.4,0.0,0.6,0.6,0.0,0.0,5.0,4.666666666666667,5.0,5.0,5.1,4.666666666666667,5.0,0.0,0.0,0.0,0,4.83,4.86,5.0,5.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
540,7,9.0,5.25,0.94,0,984,7,0.0,8,0,0,0,0,0,1,0,20222.0,0.0,0.0,2022,0,0,0.0,0.8,0.8,0.0,0.6,0.6,0.0,0.0,3.7,3.6666666666666665,4.166666666666667,0.0,2.8,2.75,4.166666666666667,0.0,0.0,0.0,0,3.92,3.36,3.7,2.8,0.0,0.0,1.0,0
541,16,16.0,5.27,0.92,1,1838,7,6.0,8,0,0,0,1,1,1,2,22200.0,0.0,0.0,22220,0,0,0.0,0.6,0.6,0.0,0.8,0.8,0.0,0.0,2.3,2.6666666666666665,2.6666666666666665,6.0,3.5,3.5,2.6666666666666665,0.0,0.0,0.0,0,2.67,3.14,2.3,3.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
542,8,11.0,4.59,0.77,3,1096,7,4.0,8,0,0,0,1,1,1,2,11111.0,0.0,0.0,21111,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,4.6,4.666666666666667,5.0,4.0,4.4,4.5,5.0,0.17,1.0,0.14,1,4.83,4.71,4.6,4.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
543,3,3.0,4.0,1.41,0,180,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
544,13,16.0,4.92,0.82,4,356,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
545,5,5.0,4.75,0.96,0,308,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
546,1,1.0,4.4,0.22,0,39,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
547,1,3.0,4.38,0.25,0,54,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
548,7,7.0,5.09,0.59,0,948,7,4.5,8,0,0,0,1,1,0,2,22002.0,0.0,0.0,22200,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,3.4,3.6666666666666665,3.6666666666666665,4.5,3.3,3.6666666666666665,3.875,0.0,0.0,0.0,0,3.67,3.79,3.4,3.3,1.0,0.0,0.0,1
549,8,8.0,4.55,0.76,0,455,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
550,10,14.0,4.92,1.37,7,973,7,5.5,8,0,0,0,1,1,0,2,22010.0,11000.0,12000.0,22201,1100,1200,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,3.8,2.1666666666666665,5.666666666666667,5.5,4.9,2.1666666666666665,5.625,0.5,3.0,0.43,3,3.92,4.14,3.8,4.9,1.0,0.0,0.0,2
551,16,19.0,5.25,0.72,1,2363,7,0.0,8,0,0,0,0,0,1,0,22.0,0.0,0.0,2,0,0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,1.9,2.0,2.75,0.0,1.1,1.3333333333333333,2.75,0.0,0.0,0.0,0,2.5,2.14,1.9,1.1,0.3333333333333333,0.0,0.6666666666666666,0
552,8,8.0,4.68,0.78,0,257,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0
553,14,15.0,5.36,0.95,2,2591,7,5.0,8,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,5.25,7.0,5.0,5.6,5.25,6.333333333333333,0.0,0.0,0.0,0,5.83,5.71,6.0,5.6,0.6666666666666666,0.3333333333333333,0.0,2
554,28,29.0,5.22,1.2,14,2423,7,4.5,8,0,1,0,1,0,0,1,20222.0,1.0,2.0,12022,0,0,0.2,0.8,0.8,0.0,0.6,0.6,0.4,0.0,4.7,6.166666666666667,4.0,4.5,4.1,6.166666666666667,4.125,0.5,3.0,0.43,3,5.08,5.0,4.7,4.1,0.0,0.6666666666666666,0.3333333333333333,3
555,6,6.0,5.0,0.0,0,10,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
556,12,12.0,5.27,1.24,3,834,7,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
557,14,14.0,5.33,0.93,0,2222,7,4.5,8,0,0,0,1,1,0,2,21220.0,0.0,0.0,22122,0,0,0.0,0.6,0.6,0.0,0.8,0.8,0.0,0.0,3.7,3.1666666666666665,4.666666666666667,4.5,4.6,3.1666666666666665,4.625,0.0,0.0,0.0,0,3.92,4.0,3.7,4.6,0.0,0.6666666666666666,0.3333333333333333,0
558,18,18.0,5.51,0.71,2,2335,7,0.0,8,0,0,0,0,0,0,0,22222.0,0.0,0.0,2222,0,0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,0.0,5.5,5.5,4.75,0.0,4.6,5.5,3.1666666666666665,0.0,0.0,0.0,0,5.25,4.5,5.5,4.6,0.6666666666666666,0.0,0.3333333333333333,2
559,1,3.0,5.0,0.0,0,11,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
560,1,7.0,4.93,0.35,0,317,7,0.0,8,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
